candidate_id,theme,query,document_id,source_relative_path,source_sha256,page_number,extraction_method,ocr_average_confidence,review_required,review_reasons,text_file,matched_text,context,candidate_status,reviewer_notes
cand_000011,evidence_and_qualification,alleged,fbimichigan_orginal_muskego_msp_referral_release_marked_4ae64fd6128c,3. MichiganVoterRegistrationInvestigation\FBIMichigan Orginal Muskego MSP Referral RELEASE MARKED.pdf,4ae64fd6128c48a1495cfb4006e462c77477e9331a063551fdf9e8537e1d3fd7,3,ocr,89.56666666666666,False,,page_text\fbimichigan_orginal_muskego_msp_referral_release_marked_4ae64fd6128c\page_0003.txt,Alleged,"APPROVED FOR PUBLIC RELEASE BY COUNSEL TO THE PRESIDENT WARRINGTON on 10 July 2026 UNCLASSTIFIED/ /FOQUD Title: (U) Alleged fraudulent voter registrations being submitted to the Muskegon City Clerk's Office. Re: 56-DE-3249380-Muskegon, 10/29/2020 On 10/16/2020, the MCPD initiated an investigation into allegations of Voter Registration Fraud. On 10/20/2020, MM returned to MCCO with a box of approximately 2,500 applications. An MCCO clerk contacted MCPD who then intervie",not_reviewed,
cand_000012,evidence_and_qualification,alleged,fbimichigan_orginal_muskego_msp_referral_release_marked_4ae64fd6128c,3. MichiganVoterRegistrationInvestigation\FBIMichigan Orginal Muskego MSP Referral RELEASE MARKED.pdf,4ae64fd6128c48a1495cfb4006e462c77477e9331a063551fdf9e8537e1d3fd7,4,ocr,91.48704663212435,False,,page_text\fbimichigan_orginal_muskego_msp_referral_release_marked_4ae64fd6128c\page_0004.txt,Alleged,"APPROVED FOR PUBLIC RELEASE BY COUNSEL TO THE PRESIDENT WARRINGTON on 10 July 2026 UNCLASSIFIED / /#680 Title: (U) Alleged fraudulent voter registrations being submitted to the Muskegon City Clerk's Office. Re: 56-DE-3249380-Muskegon, 10/29/2020 allegation of voter fraud. On 10/27/2020, MSP briefed the DET regarding allegations related to On 10/27/2020, Detroit PCOR discussed investigation with lead MSP F/LT. Po MSP could use assistance and have a general willingness",not_reviewed,
cand_000013,evidence_and_qualification,alleged,gbi_strategies_release_marked_dde90b90ae98,3. MichiganVoterRegistrationInvestigation\GBI Strategies -RELEASE MARKED.pdf,dde90b90ae9822256d55df5e7ad7cc2a12a26aa1aeb6d2623630d3f29614b9ca,1,ocr,93.4247572815534,False,,page_text\gbi_strategies_release_marked_dde90b90ae98\page_0001.txt,alleged,"ions (52 U.S.C. §§ 1037(c), 20511(2))”. (pg. 24) o “Providing false information concerning a person’s name, address, or period of residence in a voting district to establish that person’s eligibility to register or to vote in a federal election (52 U.S.C. §§ 1037(c), 20511(2)). (pg. 25) o “Causing the production of voter registrations that qualify alleged voters to vote for federal candidates, or the production of ballots in federal elections, that the actor knows are materially defective under applicable state law (52 U.S.C. § 20511(2)). (pg. 25) - Under the heading, “False Information in, and Payments for, Registering and Voting: 52 U.S.C. § 10307(c)” o “Section 10307(c) is particularly useful fo",not_reviewed,
cand_000014,evidence_and_qualification,alleged,pin_edmi_declination_release_marked_c1dce1a99c75,3. MichiganVoterRegistrationInvestigation\PIN EDMI declination - RELEASE MARKED.pdf,c1dce1a99c75d4842c66947d53b7a6c13f691d1933c12fe2519d77e7db14ffc2,2,ocr,92.93684210526315,False,,page_text\pin_edmi_declination_release_marked_c1dce1a99c75\page_0002.txt,alleged,"Ce) Sent: Thursday, April 1, 2021 5:05 PM To: (USAMIW) b Cc: (DE) (FBI) < b (DE) (FBI) ; (CRM) < # (CID) (FBI) i (CID) (FBI) < b Subject: RE: Good afternoon, Following up on our recent calls, PIN concurs in the preliminary investigative step of contacting the State/local election and law enforcement authorities to gather more information about the alleged voter registration fraud. To further our evaluation of potential predication for this matter, we recommend requesting, among other information, a detailed assessment, if any, of the number/percentage of voter registrations that the election authorities determined were fraudulent or inaccurate, and a detailed assessment, if any, of the types of fra",not_reviewed,
cand_000015,evidence_and_qualification,alleged,voter_registration_database_threats_final_ef8d1d040612,4. Noncitizens on State Voter Rolls\Voter Registration Database Threats - FINAL.pdf,ef8d1d0406127f1618210004db8602d59e2c4afe534de46784932f904ef110c3,11,native,,False,,page_text\voter_registration_database_threats_final_ef8d1d040612\page_0011.txt,alleged,"chives/sco/file/1080281/dl?inline 6 https://www.intelligence.senate.gov/2020/08/18/publications-report-select-committee-intelligence-unitedstates- senate-russian-active-measures/ 7 U.S. intel: Russia compromised seven states prior to 2016 election 8 Voter Databases in Arizona and Illinois Breached, FBI Says 9 GEORGIA VOTING HACK: FBI investigating alleged breach of Georgia elections center at Kennesaw State University - WSB-TV Channel 2 - Atlanta 10 https://media.defense.gov/2021/Jul/19/2002805003/-1/-1/1/CSA_CHINESE_STATE-SPONSORED_CYBER_TTPS.PDF 11 https://www.cisa.gov/news-events/cybersecurity-advisories/aa20-304a 12 Key Findings and Recommendations: Foreign Interference Related to the 2022 US F",not_reviewed,
cand_000016,evidence_and_qualification,reported,cia_note_venezuela_machines_intel_memo_29june2026_declass_redacted_4a7be62c0901,1. Vulnerabilities in Voting and Counting Systems\CIA Note - Venezuela Machines Intel Memo_29JUNE2026_DECLASS_REDACTED.pdf,4a7be62c0901e6de3b0cfee37046ea5ece1a79a0e647d6f4cdae659705148594,2,ocr,80.45384615384616,False,,page_text\cia_note_venezuela_machines_intel_memo_29june2026_declass_redacted_4a7be62c0901\page_0002.txt,reported,"oncerning insight into alleged Venezuelan government capabilities and intent, but came from.limited sourcing. ({U) Scope Note: This summary focuses on. Election Manipulation what Intelligence Community reporting . ae ; established regarding Venezuela's intent eee Eee (ntelligence sources and capabilities to manipulate voting between 2004 and 2020. reported that Venezuelan machines, both domestically and President Hugo Chavez and his successor Nicolas potentially:in othér countriés. Itis.nota Maduro demonstrated sustained interest in comprehensive re-assessment of all manipulating electoral. outcomes through ‘available intelligence on this topic, but electronic voting systems. ln April 2004, ay, rath",not_reviewed,
cand_000017,evidence_and_qualification,reported,cia_note_venezuela_machines_intel_memo_29june2026_declass_redacted_4a7be62c0901,1. Vulnerabilities in Voting and Counting Systems\CIA Note - Venezuela Machines Intel Memo_29JUNE2026_DECLASS_REDACTED.pdf,4a7be62c0901e6de3b0cfee37046ea5ece1a79a0e647d6f4cdae659705148594,3,ocr,82.49890590809628,False,,page_text\cia_note_venezuela_machines_intel_memo_29june2026_declass_redacted_4a7be62c0901\page_0003.txt,reported,"tificial intelligence voting systems company: Sequoia posed a components installed, were designed to alter vote “moderate threat” to US national security.” tallies; could detect when-they were being : audited, and could provide printed receipts Prior to Venezuela's 2012 ~—s without registering, recording or transmitting presidential election, ame” reported those votes.® While.CIA analysts judged these that Chavez's intelligence services, including the capabilities were theoretically achievable, this General Directorate of Military Counterintelligence assessment focused on technical feasibility rather {DGCIM)} and the Bolivarian Intelligence Service than confirmation that such features were actually",not_reviewed,
cand_000018,evidence_and_qualification,reported,cia_note_venezuela_machines_intel_memo_29june2026_declass_redacted_4a7be62c0901,1. Vulnerabilities in Voting and Counting Systems\CIA Note - Venezuela Machines Intel Memo_29JUNE2026_DECLASS_REDACTED.pdf,4a7be62c0901e6de3b0cfee37046ea5ece1a79a0e647d6f4cdae659705148594,3,ocr,82.49890590809628,False,,page_text\cia_note_venezuela_machines_intel_memo_29june2026_declass_redacted_4a7be62c0901\page_0003.txt,reported,"ian Intelligence Service than confirmation that such features were actually {SEBIN), worked with the National Etectorai implemented. . Council {CNE):and Smartmatic to develop plans to manipulate election results using preprogrammed RRR A 2013 CIA alternative analysis, produced voting machines. xe ames saan using the ""Devil's Advocacy"" methodology, reported that these plans called for deploying ‘outlined a plausible scenario for how large-scale altered machinés to approximately 300 voting electronic manipulation could have occurred in ‘centeys‘in traditionally pro-Chavez areas to ensure. Venezuela's 2012 election.without.detection. This victory by approximately 1.5 million votes.? analysis noted that",not_reviewed,
cand_000019,evidence_and_qualification,reported,cia_note_venezuela_machines_intel_memo_29june2026_declass_redacted_4a7be62c0901,1. Vulnerabilities in Voting and Counting Systems\CIA Note - Venezuela Machines Intel Memo_29JUNE2026_DECLASS_REDACTED.pdf,4a7be62c0901e6de3b0cfee37046ea5ece1a79a0e647d6f4cdae659705148594,3,ocr,82.49890590809628,False,,page_text\cia_note_venezuela_machines_intel_memo_29june2026_declass_redacted_4a7be62c0901\page_0003.txt,reported,"have occurred in ‘centeys‘in traditionally pro-Chavez areas to ensure. Venezuela's 2012 election.without.detection. This victory by approximately 1.5 million votes.? analysis noted that Venezuela's electronic voting Following the election, which Chavez won by- system was vulnerable to insider access, the: ‘approximately 1.6 million votes, ‘sources reported —_ centralized nature of the CNE’s contro! over voting that Chavez congratulated his team for. technology, and gaps in opposition monitoring successfully implementing the manipulation plan.* capabilities. The report:assessed that if such . manipulation occurred, “elections in Venezuela In September 2020, § and other countries that are clierits of",not_reviewed,
cand_000020,evidence_and_qualification,reported,cia_note_venezuela_machines_intel_memo_29june2026_declass_redacted_4a7be62c0901,1. Vulnerabilities in Voting and Counting Systems\CIA Note - Venezuela Machines Intel Memo_29JUNE2026_DECLASS_REDACTED.pdf,4a7be62c0901e6de3b0cfee37046ea5ece1a79a0e647d6f4cdae659705148594,3,ocr,82.49890590809628,False,,page_text\cia_note_venezuela_machines_intel_memo_29june2026_declass_redacted_4a7be62c0901\page_0003.txt,reported,"s that would replicate legitimate voting: Rees Intelligence reportiig machine results, then substitute manipulated data _ consistently indicated that individuals with ties to while making votes appear to originate from Venezuelan intelligence services.had access ta legitimate machines. Fanaa election technology.and voting systems. In 2012, sources reported that Chavez assigned an army communications specialist-to the CNE to. provide - j . real-time access.to election results.** Reporting (U} Technical Capabilities and Vulnerabilities from 2012 also indicated that the CNE Information Technology Director, described as a confidant of CIA analysts assessed in. 2006 the head of military intelligence with",not_reviewed,
cand_000021,evidence_and_qualification,reported,cia_note_venezuela_machines_intel_memo_29june2026_declass_redacted_4a7be62c0901,1. Vulnerabilities in Voting and Counting Systems\CIA Note - Venezuela Machines Intel Memo_29JUNE2026_DECLASS_REDACTED.pdf,4a7be62c0901e6de3b0cfee37046ea5ece1a79a0e647d6f4cdae659705148594,4,ocr,77.26271186440678,False,,page_text\cia_note_venezuela_machines_intel_memo_29june2026_declass_redacted_4a7be62c0901\page_0004.txt,reported,ors held:credéntials.from ° Replicate digital hash Venezuelan intelligence services files sent to the central vote counting database; ® —geeg Open source reporting of corrupt relationships between Smartmatic and . es Mimic real voting Venezuelan government officials; and ‘machines that favored the ruling-party; oo © Bees Smarimatic’s and Sequoia’s reported @ Overwrite hash files of contracts In approximately 400 US counties at voting machines that favored the opposition; the time2® and The assessment concluded that ® Make altered-votes Smartmatic's susceptibility t6 Venezuelan ‘appear to originate from legitimate voting government manipulation makes the acquisition a machinés.*4 potential instrument,not_reviewed,
cand_000022,evidence_and_qualification,reported,fbi_albany_iir_provided_to_chairman_grassley_a08dc2a347dd,2. ChinaAcquisitionExploitationAmericanVoterData\FBI_ALBANY_IIR_PROVIDED_TO_CHAIRMAN GRASSLEY .pdf,a08dc2a347dd6d0b8e8c40ff5eb6204e08b2854c92acf8b2eb47309458048b7f,3,ocr,92.38427947598254,False,,page_text\fbi_albany_iir_provided_to_chairman_grassley_a08dc2a347dd\page_0003.txt,reported,"for informational purposes but has not been fully evaluated, integrated with other information, interpreted or analyzed. Receiving agencies are requested not to take action based on this raw reporting without prior coordination with the FBI. Unless a conviction in a criminal proceeding occurs, a presumption of innocence exists for any person being reported on in this IIR. TEXT: des ae late August 2020, the Chinese government had produced a large amount of fraudulent United States drivers licenses that were secretly exported to the United States (NFI). The fraudulent drivers licenses would allow tens of thousands of Chinese students and immigrants sympathetic to the Chinese Communist Party to vote fo",not_reviewed,
cand_000023,evidence_and_qualification,reported,note_sensitive_prc_reporting_from_2018_2020_declass_redacted_ebc8700c7d5a,2. ChinaAcquisitionExploitationAmericanVoterData\Note - Sensitive PRC Reporting from 2018-2020 DECLASS_REDACTED.pdf,ebc8700c7d5a49df87d2002d953d9e8fd18e28b24ac6fe241944da278f485a34,3,ocr,83.45945945945945,False,,page_text\note_sensitive_prc_reporting_from_2018_2020_declass_redacted_ebc8700c7d5a\page_0003.txt,reported,"9, the Chinese Government's strategy against the United States was focused on undermining domestic confidence in the U.S. President. The strategy included efforts to use Chinese contracts with big U.S. companies to influence U.S. business leaders to turn against the U.S. President. The Chinese Government sought to identify U.S. journalists who had reported negatively on the U.S. President and pay them to write more negative articles about him. The Chinese Government wanted the U.S. President to lose the next election. aay aaa 2 » Se ee",not_reviewed,
cand_000024,evidence_and_qualification,reported,tasking_3_albanybriefinghandout_297e_hq_a4095996_notserialized_jet_r_rel_3a12fd071838,2. ChinaAcquisitionExploitationAmericanVoterData\Tasking_3_AlbanyBriefingHandout_297E_HQ_A4095996_NotSerialized-JET-R RELEASE MARKED.pdf,3a12fd071838ce6e90acf284a97cffbf7b9a47499325d6e80f005941539e073a,8,ocr,94.65064102564102,False,,page_text\tasking_3_albanybriefinghandout_297e_hq_a4095996_notserialized_jet_r_rel_3a12fd071838\page_0008.txt,reported,"au Control System BLUEGEM Policy Guide (1012PG) [links to a SECRET//NOFORN document]. 9.7.1.1. (U) Limited Distribution of Intelligence Information Reports (U//FOUO) A limited-distribution ITR must be held to the same dissemination thresholds as a standard-dissemination IIR. Limited-distribution IIRs may only be used for circumstances in which the reported intelligence is exceptionally sensitive in nature. When drafting a limited-distribution IIR, the distribution list may not be so limited that the IIR is released to a single agency or solely within the FBI. (U//FOUO) For more information and guidance on limited-distribution IIRs, see the Raw Intelligence Reports Manual. (U//FOUO) ODNI guidelines d",not_reviewed,
cand_000025,evidence_and_qualification,reported,tasking_3_albanybriefinghandout_297e_hq_a4095996_notserialized_jet_r_rel_3a12fd071838,2. ChinaAcquisitionExploitationAmericanVoterData\Tasking_3_AlbanyBriefingHandout_297E_HQ_A4095996_NotSerialized-JET-R RELEASE MARKED.pdf,3a12fd071838ce6e90acf284a97cffbf7b9a47499325d6e80f005941539e073a,15,ocr,92.64754098360656,False,,page_text\tasking_3_albanybriefinghandout_297e_hq_a4095996_notserialized_jet_r_rel_3a12fd071838\page_0015.txt,reported,"r informational purposes but has not been fully evaluated, integrated with other information, interpreted or analyzed. Receiving agencies are requested not to take action based,on this raw reporting without prior coordination with the FBI. Unless a conviction in a criminal proceeding occurs, a presumption of innocence exists for any person a being reported on in this IIR. TEXT: (U//FOUO) NOTICE: This is a SUBSTANTIVE RECALL of an intelligence information report which was originally issued as FBI IIR 4 212 7305 20, original DTG 2009251123Z. Reason for SUBSTANTIVE RECALL: This report was recalled in order to re-interview the source. Recipients should destroy all copies of the original report and remov",not_reviewed,
cand_000026,evidence_and_qualification,reported,tasking_3_albanybriefinghandout_297e_hq_a4095996_notserialized_jet_r_rel_3a12fd071838,2. ChinaAcquisitionExploitationAmericanVoterData\Tasking_3_AlbanyBriefingHandout_297E_HQ_A4095996_NotSerialized-JET-R RELEASE MARKED.pdf,3a12fd071838ce6e90acf284a97cffbf7b9a47499325d6e80f005941539e073a,26,ocr,94.80839416058394,False,,page_text\tasking_3_albanybriefinghandout_297e_hq_a4095996_notserialized_jet_r_rel_3a12fd071838\page_0026.txt,reported,"nd plausibility of the information and that recipients would not have access to the MA section, | elected to include the following context statement: i The acquisition of the source's information passed through a sub-source who claimed contact with unidentified PRC government officials, leaving the veracity of information questionable but is being reported due to the nature of the threat being discussed.” (U//FOUO) Per the IIR PIG, “The dissemination threshold is lower for threat reporting. Concerns regarding the source’s reliability should be articulated in the source byline, source context statement, and motivation, access, timeliness, corroboration, and history (MATCH) questions. This allows each",not_reviewed,
cand_000027,evidence_and_qualification,reported,tasking_3_albanybriefinghandout_297e_hq_a4095996_notserialized_jet_r_rel_3a12fd071838,2. ChinaAcquisitionExploitationAmericanVoterData\Tasking_3_AlbanyBriefingHandout_297E_HQ_A4095996_NotSerialized-JET-R RELEASE MARKED.pdf,3a12fd071838ce6e90acf284a97cffbf7b9a47499325d6e80f005941539e073a,26,ocr,94.80839416058394,False,,page_text\tasking_3_albanybriefinghandout_297e_hq_a4095996_notserialized_jet_r_rel_3a12fd071838\page_0026.txt,reported,"e byline, source context statement, and motivation, access, timeliness, corroboration, and history (MATCH) questions. This allows each recipient to independently determine whether to take action on a given threat. Sample context statements include the following: ‘(U//FOUO) The veracity of this source’s information is seriously doubted but is being reported here because of the nature of the threat discussed.’ (U//FOUO) | believe this allowed us to release the potentially important intelligence, while also highlighting our lower confidence in the information. However this statement was requested to be reworded prior to release, to “The source ~. obtained the information from an identified sub-source w",not_reviewed,
cand_000028,evidence_and_qualification,reported,fbimichigan_four_year_case_timeline_release_marked_a4f65bc58ed2,3. MichiganVoterRegistrationInvestigation\FBIMichigan Four Year Case Timeline RELEASE MARKED.pdf,a4f65bc58ed23b1029ee259a60348ef946deb40108a7298b1217d037d6da9ebd,1,ocr,83.61029411764706,False,,page_text\fbimichigan_four_year_case_timeline_release_marked_a4f65bc58ed2\page_0001.txt,reported,SA with concerns about closing investigation 1/4/2022 — Discussion with PIN 3/10/2022 — PIN advised that previous guidance allows DE to review applications and run database checks 3/14/2022 - SABE copied 20 applications from MPD 3/31/2022 - SABE provided results of database checks on these 20 to PIN and USAO 4/22/2022 - SAB copied 100 applications reportedly not processed by the clerk from MPD 8/1/2022 - SAF provided results of database checks on these 100 to PIN and USAO 11/10/2022 — SA ecain requested PIN guidance 1/31/2023 — PIN arranged call with SAS and Aus 2/2/2023 — PIN authorized full field investigation 2/3/2023 - SAF obtained evidence from MPD 5/2/2023 - SAP provided results of database ch,not_reviewed,
